"LAU2","sampY","sampM","sampD","variable1","variable2","Date"
"EE00100370112",2016,1,1,-0.626453810742332,16.0679116765927,"2016/1/1"
"EE00100370112",2015,12,31,0.183643324222082,19.4668484325195,"2015/12/31"
"EE00100370112",2016,1,4,-0.835628612410047,21.0834183988303,"2016/1/4"
"EE00100370112",2016,1,2,1.59528080213779,19.3639622925509,"2016/1/2"
"EE00100370112",2016,1,3,0.329507771815361,23.1367007838769,"2016/1/3"
"EE00100370112",2016,1,5,-0.820468384118015,18.0682923154702,"2016/1/5"
"EE00100370112",2016,1,6,0.487429052428485,12.8660008154244,"2016/1/6"
"EE00100370112",2016,1,7,0.738324705129217,21.1322685821166,"2016/1/7"
"EE00100370112",2016,1,8,0.575781351653492,15.9070287930408,"2016/1/8"
"EE00100370112",2016,1,9,-0.305388387156356,15.764236944887,"2016/1/9"
"EE00100370112",2016,1,10,1.51178116845085,10.0783372478394,"2016/1/10"
"EE00100370112",2016,1,11,0.389843236411431,15.9361061421447,"2016/1/11"
"EE00100370112",2016,1,12,-0.621240580541804,27.3083536558513,"2016/1/12"
"EE00100370112",2016,1,13,-2.2146998871775,23.0664610355369,"2016/1/13"
"EE00100370112",2016,1,14,1.12493091814311,21.4970769063735,"2016/1/14"
"EE00100370112",2016,1,15,-0.0449336090152309,17.5983180730232,"2016/1/15"
"EE00100370112",2016,1,16,-0.0161902630989461,32.2841813803362,"2016/1/16"
"EE00100370112",2016,1,17,0.943836210685299,16.30569564042,"2016/1/17"
"EE00100370112",2016,1,18,0.821221195098089,17.2251022547562,"2016/1/18"
"EE00100370112",2016,1,19,0.593901321217509,21.4799216012369,"2016/1/19"
"EE00100370112",2016,1,20,0.918977371608218,23.4697536266023,"2016/1/20"
"EE00100370112",2016,1,21,0.782136300731067,17.2368415634622,"2016/1/21"
"EE00100370112",2016,1,22,0.0745649833651906,19.473725438294,"2016/1/22"
"EE00100370112",2016,1,23,-1.98935169586337,25.7282587569095,"2016/1/23"
"EE00100370112",2016,1,24,0.61982574789471,20.9844554889836,"2016/1/24"
"EE00100370112",2016,1,25,-0.0561287395290008,17.4230605084987,"2016/1/25"
"EE00100370112",2016,1,26,-0.155795506705329,17.7892499468145,"2016/1/26"
"EE00100370112",2016,1,27,-1.47075238389927,15.2534297157486,"2016/1/27"
"EE00100370112",2016,1,28,-0.47815005510862,26.5450459395344,"2016/1/28"
"EE00100370112",2016,1,29,0.417941560199702,16.31130454993,"2016/1/29"
"EE00100370112",2016,1,30,1.35867955152904,19.1607859880077,"2016/1/30"
"EE00100370112",2016,1,31,-0.102787727342996,16.389707372085,"2016/1/31"
"EE00100370112",2016,2,1,0.387671611559369,19.4939218548255,"2016/2/1"
"EE00100370112",2016,2,2,-0.0538050405829051,18.3459513242185,"2016/2/2"
"EE00100370112",2016,2,3,-1.37705955682861,25.2545159929173,"2016/2/3"
"EE00100370112",2016,2,4,-0.41499456329968,17.2368967049557,"2016/2/4"
"EE00100370112",2016,2,5,-0.394289953710349,29.5798938135431,"2016/2/5"
"EE00100370112",2016,2,6,-0.0593133967111857,25.4781012451499,"2016/2/6"
"EE00100370112",2016,2,7,1.10002537198388,19.6994570758661,"2016/2/7"
"EE00100370112",2016,2,8,0.763175748457544,13.5990846228398,"2016/2/8"
"EE00100370112",2016,2,9,-0.164523596253587,12.6398308417756,"2016/2/9"
"EE00100370112",2016,2,10,-0.253361680136508,26.8216712428887,"2016/2/10"
"EE00100370112",2016,2,11,0.696963375404737,4.96468033373338,"2016/2/11"
"EE00100370112",2016,2,12,0.556663198673657,27.3446883908446,"2016/2/12"
"EE00100370112",2016,2,13,-0.68875569454952,16.4390527790036,"2016/2/13"
"EE00100370112",2016,2,15,-0.70749515696212,19.1138024104886,"2016/2/15"
"EE00100370112",2016,2,14,0.36458196213683,26.206753889493,"2016/2/14"
"EE00100370112",2016,2,16,0.768532924515416,16.4277115109351,"2016/2/16"
"EE00100370112",2016,2,17,-0.112346212150228,13.0034265058651,"2016/2/17"
"EE00100370112",2016,2,18,0.881107726454215,17.4307485998944,"2016/2/18"
"EE00100370112",2016,2,19,0.398105880367068,12.8662723029727,"2016/2/19"
"EE00100370112",2016,2,20,-0.612026393250771,21.2186897126366,"2016/2/20"
"EE00100370112",2016,2,21,0.341119691424425,15.1273691501043,"2016/2/21"
"EE00100370112",2016,2,22,-1.12936309608079,12.2519285461184,"2016/2/22"
"EE00100370112",2016,2,23,1.43302370170104,24.9922155987206,"2016/2/23"
"EE00100370112",2016,2,24,1.98039989850586,20.2829632747141,"2016/2/24"
"EE00100370112",2016,2,25,-0.367221476466509,23.311138720463,"2016/2/25"
"EE00100370112",2016,2,26,-1.04413462631653,23.6452276462616,"2016/2/26"
"EE00100370112",2016,2,27,0.569719627442413,21.7876757848931,"2016/2/27"
"EE00100370112",2016,2,28,-0.135054603880824,20.2298694792107,"2016/2/28"
"EE00100370112",2016,2,29,2.40161776050478,17.8089419786361,"2016/2/29"
"EE00100370140",2016,1,1,-0.0392400027331692,26.7950814719251,"2016/1/1"
"EE00100370140",2015,12,31,0.689739362450777,21.8541007029069,"2015/12/31"
"EE00100370140",2016,1,4,0.0280021587806661,24.7223206056067,"2016/1/4"
"EE00100370140",2016,1,2,-0.743273208882405,26.6516808859416,"2016/1/2"
"EE00100370140",2016,1,3,0.188792299514343,14.6789871620783,"2016/1/3"
"EE00100370140",2016,1,5,-1.80495862889104,15.2171645544336,"2016/1/5"
"EE00100370140",2016,1,6,1.46555486156289,19.8695746338757,"2016/1/6"
"EE00100370140",2016,1,7,0.153253338211898,20.568095775814,"2016/1/7"
"EE00100370140",2016,1,8,2.17261167036215,15.8915966213187,"2016/1/8"
"EE00100370140",2016,1,9,0.475509528899663,17.8246973889033,"2016/1/9"
"EE00100370140",2016,1,10,-0.709946430921815,19.5903683804983,"2016/1/10"
"EE00100370140",2016,1,11,0.610726353489055,19.7680023390268,"2016/1/11"
"EE00100370140",2016,1,12,-0.934097631644252,17.4183031476253,"2016/1/12"
"EE00100370140",2016,1,13,-1.2536334002391,24.3598985986431,"2016/1/13"
"EE00100370140",2016,1,14,0.291446235517463,26.6435669317654,"2016/1/14"
"EE00100370140",2016,1,15,-0.443291873218433,23.7272256466161,"2016/1/15"
"EE00100370140",2016,1,16,0.00110535163162413,18.5881094526149,"2016/1/16"
"EE00100370140",2016,1,17,0.0743413241516641,18.9508150833196,"2016/1/17"
"EE00100370140",2016,1,18,-0.589520946188072,13.5328458933309,"2016/1/18"
"EE00100370140",2016,1,19,-0.568668732818502,21.1858051048784,"2016/1/19"
"EE00100370140",2016,1,20,-0.135178615123832,23.3105196628574,"2016/1/20"
"EE00100370140",2016,1,21,1.1780869965732,20.7410500632499,"2016/1/21"
"EE00100370140",2016,1,22,-1.52356680042976,14.0193319133676,"2016/1/22"
"EE00100370140",2016,1,23,0.593946187628422,26.5969732902292,"2016/1/23"
"EE00100370140",2016,1,24,0.332950371213518,12.9156746824079,"2016/1/24"
"EE00100370140",2016,1,25,1.06309983727636,17.5088013432621,"2016/1/25"
"EE00100370140",2016,1,26,-0.304183923634301,24.1401907527794,"2016/1/26"
"EE00100370140",2016,1,27,0.370018809916288,27.7431216169981,"2016/1/27"
"EE00100370140",2016,1,28,0.267098790772231,13.9046280634822,"2016/1/28"
"EE00100370140",2016,1,29,-0.54252003099165,20.8070090183766,"2016/1/29"
"EE00100370140",2016,1,30,1.20786780598317,20.3936478367076,"2016/1/30"
"EE00100370140",2016,1,31,1.16040261569495,20.828933310096,"2016/1/31"
"EE00100370140",2016,2,1,0.700213649514998,31.7662111592619,"2016/2/1"
"EE00100370140",2016,2,2,1.58683345454085,17.4000134419113,"2016/2/2"
"EE00100370140",2016,2,3,0.558486425565304,16.1790636270635,"2016/2/3"
"EE00100370140",2016,2,4,-1.27659220845804,20.4639281108785,"2016/2/4"
"EE00100370140",2016,2,5,-0.573265414236886,31.5911312854696,"2016/2/5"
"EE00100370140",2016,2,6,-1.22461261489836,17.1688275996119,"2016/2/6"
"EE00100370140",2016,2,7,-0.473400636439312,16.1272422242892,"2016/2/7"
